FID,Geocodigo,Nome,MoradDPPOTotChuva,MoradDPPOTotFonte,MoradDPPOTotOutra,MoradDPPOTotPipa,MoradDPPOTotPocoProfund,MoradDPPOTotPocoRaso,MoradDPPOTotRedeGeral,MoradDPPOTotRios,MoradDPPOTotTot,PercMoradDPPOTotChuva,PercMoradDPPOTotFonte,PercMoradDPPOTotOutra,PercMoradDPPOTotPipa,PercMoradDPPOTotPocoProfund,PercMoradDPPOTotPocoRaso,PercMoradDPPOTotRedeGeral,PercMoradDPPOTotRios
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a40,2103703,Cururupu - MA,18,39,908,,3450,2704,24242,78,31439,0.06,0.12,2.89,,10.97,8.6,77.11,0.25
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a3f,2103752,Davinópolis - MA,,4,21,35,225,520,13466,3,14274,,0.03,0.15,0.25,1.58,3.64,94.34,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a3e,2103802,Dom Pedro - MA,8,16,204,320,2308,2286,17821,53,23016,0.03,0.07,0.89,1.39,10.03,9.93,77.43,0.23
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a3d,2103901,Duque Bacelar - MA,,67,330,466,3650,1786,3789,130,10218,,0.66,3.23,4.56,35.72,17.48,37.08,1.27
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a3c,2104008,Esperantinópolis - MA,18,11,38,218,1914,1051,14974,75,18299,0.1,0.06,0.21,1.19,10.46,5.74,81.83,0.41
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a3b,2104057,Estreito - MA,3,339,37,7,5046,2719,24555,562,33268,0.01,1.02,0.11,0.02,15.17,8.17,73.81,1.69
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a3a,2104073,Feira Nova do Maranhão - MA,4,794,6,8,1059,2286,3112,779,8048,0.05,9.87,0.07,0.1,13.16,28.4,38.67,9.68
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a39,2104081,Fernando Falcão - MA,9,454,273,,794,261,7886,1184,10861,0.08,4.18,2.51,,7.31,2.4,72.61,10.9
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a38,2104099,Formosa da Serra Negra - MA,,1089,34,4,3440,3885,7480,1743,17675,,6.16,0.19,0.02,19.46,21.98,42.32,9.86
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a37,2104107,Fortaleza dos Nogueiras - MA,8,316,51,6,1762,3170,7023,282,12618,0.06,2.5,0.4,0.05,13.96,25.12,55.66,2.23
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a36,2104206,Fortuna - MA,4,21,75,105,962,672,14949,183,16971,0.02,0.12,0.44,0.62,5.67,3.96,88.09,1.08
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a35,2104305,Godofredo Viana - MA,,16,67,2,1134,295,8619,14,10147,,0.16,0.66,0.02,11.18,2.91,84.94,0.14
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a34,2104404,Gonçalves Dias - MA,14,8,910,350,2866,1035,11947,65,17195,0.08,0.05,5.29,2.04,16.67,6.02,69.48,0.38
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a33,2104503,Governador Archer - MA,,23,30,217,243,265,9373,76,10227,,0.22,0.29,2.12,2.38,2.59,91.65,0.74
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a32,2104552,Governador Edison Lobão - MA,1,62,84,28,955,1401,15626,122,18279,0.01,0.34,0.46,0.15,5.22,7.66,85.49,0.67
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a31,2104602,Governador Eugênio Barros - MA,,13,50,28,541,691,12436,166,13925,,0.09,0.36,0.2,3.89,4.96,89.31,1.19
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a30,2104628,Governador Luiz Rocha - MA,,,17,4,294,71,6675,,7061,,,0.24,0.06,4.16,1.01,94.53,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a2f,2104651,Governador Newton Bello - MA,,13,33,,2447,2074,6123,14,10704,,0.12,0.31,,22.86,19.38,57.2,0.13
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a2e,2104677,Governador Nunes Freire - MA,,7,108,,6216,1612,14935,39,22917,,0.03,0.47,,27.12,7.03,65.17,0.17
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a2d,2104701,Graça Aranha - MA,6,11,16,20,129,42,5786,11,6021,0.1,0.18,0.27,0.33,2.14,0.7,96.1,0.18
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a2c,2104800,Grajaú - MA,54,835,346,1163,13206,2522,52884,2726,73736,0.07,1.13,0.47,1.58,17.91,3.42,71.72,3.7
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a2b,2104909,Guimarães - MA,,16,47,50,2665,132,7310,57,10277,,0.16,0.46,0.49,25.93,1.28,71.13,0.55
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a2a,2105005,Humberto de Campos - MA,,79,674,8,10540,4522,8892,932,25647,,0.31,2.63,0.03,41.1,17.63,34.67,3.63
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a29,2105104,Icatu - MA,5,473,200,16,16201,163,7223,504,24785,0.02,1.91,0.81,0.06,65.37,0.66,29.14,2.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a28,2105153,Igarapé do Meio - MA,,8,35,5,1866,192,11831,24,13961,,0.06,0.25,0.04,13.37,1.38,84.74,0.17
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a27,2105203,Igarapé Grande - MA,,2,44,,1461,2562,6162,,10231,,0.02,0.43,,14.28,25.04,60.23,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a26,2105302,Imperatriz - MA,21,80,1288,49,33657,3098,234075,80,272348,0.01,0.03,0.47,0.02,12.36,1.14,85.95,0.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a25,2105351,Itaipava do Grajaú - MA,13,,378,120,1809,486,10896,122,13824,0.09,,2.73,0.87,13.09,3.52,78.82,0.88
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a24,2105401,Itapecuru Mirim - MA,187,157,773,277,19162,4007,35308,419,60290,0.31,0.26,1.28,0.46,31.78,6.65,58.56,0.69
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a23,2105427,Itinga do Maranhão - MA,,14,210,42,2278,349,19373,126,22392,,0.06,0.94,0.19,10.17,1.56,86.52,0.56
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a22,2105450,Jatobá - MA,,6,11,132,2560,157,4559,33,7458,,0.08,0.15,1.77,34.33,2.11,61.13,0.44
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a21,2105476,Jenipapo dos Vieiras - MA,122,7,149,2740,5804,876,7141,234,17073,0.71,0.04,0.87,16.05,34,5.13,41.83,1.37
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a20,2105500,João Lisboa - MA,3,27,96,125,2786,936,20582,6,24561,0.01,0.11,0.39,0.51,11.34,3.81,83.8,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a1f,2105609,Joselândia - MA,6,29,115,24,7009,536,6905,284,14908,0.04,0.19,0.77,0.16,47.02,3.6,46.32,1.91
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a1e,2105658,Junco do Maranhão - MA,,7,65,2,1451,1389,2223,1,5138,,0.14,1.27,0.04,28.24,27.03,43.27,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a1d,2105708,Lago da Pedra - MA,37,34,1128,253,13234,17373,12280,36,44375,0.08,0.08,2.54,0.57,29.82,39.15,27.67,0.08
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a1c,2105807,Lago do Junco - MA,,3,39,,2235,2433,4790,1,9501,,0.03,0.41,,23.52,25.61,50.42,0.01
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a1b,2105906,Lago Verde - MA,10,6,282,6,4296,1678,8482,5,14765,0.07,0.04,1.91,0.04,29.1,11.36,57.45,0.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a1a,2105922,Lagoa do Mato - MA,,52,34,4,2554,111,7772,43,10570,,0.49,0.32,0.04,24.16,1.05,73.53,0.41
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a19,2105948,Lago dos Rodrigues - MA,4,4,232,,2429,2480,3596,,8745,0.05,0.05,2.65,,27.78,28.36,41.12,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a18,2105963,Lagoa Grande do Maranhão - MA,40,41,167,426,362,1106,9197,66,11405,0.35,0.36,1.46,3.74,3.17,9.7,80.64,0.58
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a17,2105989,Lajeado Novo - MA,,115,4,,1202,773,4497,466,7057,,1.63,0.06,,17.03,10.95,63.72,6.6
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a16,2106003,Lima Campos - MA,2,,12,76,2274,480,8441,10,11295,0.02,,0.11,0.67,20.13,4.25,74.73,0.09
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a15,2106102,Loreto - MA,4,35,34,76,3114,937,6830,566,11596,0.03,0.3,0.29,0.66,26.85,8.08,58.9,4.88
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a14,2106201,Luís Domingues - MA,11,29,797,697,1605,984,3032,1,7156,0.15,0.41,11.14,9.74,22.43,13.75,42.37,0.01
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a13,2106300,Magalhães de Almeida - MA,30,5,64,175,946,147,12051,381,13799,0.22,0.04,0.46,1.27,6.86,1.07,87.33,2.76
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a12,2106326,Maracaçumé - MA,,6,194,,6436,7402,7093,,21131,,0.03,0.92,,30.46,35.03,33.57,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a11,2106359,Marajá do Sena - MA,83,8,33,824,1776,3293,856,152,7025,1.18,0.11,0.47,11.73,25.28,46.88,12.19,2.16
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a10,2106375,Maranhãozinho - MA,,1,37,,4088,1982,7328,304,13740,,0.01,0.27,,29.75,14.43,53.33,2.21
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a0f,2106409,Mata Roma - MA,,56,55,5,8218,1714,6980,41,17069,,0.33,0.32,0.03,48.15,10.04,40.89,0.24
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a0e,2106508,Matinha - MA,51,2,57,,6126,6929,8778,77,22020,0.23,0.01,0.26,,27.82,31.47,39.86,0.35
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a0d,2106607,Matões - MA,5,28,284,135,3015,2340,26278,82,32167,0.02,0.09,0.88,0.42,9.37,7.27,81.69,0.25
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a0c,2106631,Matões do Norte - MA,237,100,568,2216,3855,1148,8949,340,17413,1.36,0.57,3.26,12.73,22.14,6.59,51.39,1.95
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a0b,2106672,Milagres do Maranhão - MA,22,57,19,20,3013,2668,2953,57,8809,0.25,0.65,0.22,0.23,34.2,30.29,33.52,0.65
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a0a,2106706,Mirador - MA,3,914,88,64,6940,1150,11312,540,21011,0.01,4.35,0.42,0.3,33.03,5.47,53.84,2.57
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a09,2106755,Miranda do Norte - MA,113,137,1070,572,4444,1637,15331,490,23794,0.47,0.58,4.5,2.4,18.68,6.88,64.43,2.06
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a08,2106805,Mirinzal - MA,,4,79,5,4270,541,9009,57,13965,,0.03,0.57,0.04,30.58,3.87,64.51,0.41
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a07,2106904,Monção - MA,,360,491,5,6096,2456,17999,339,27746,,1.3,1.77,0.02,21.97,8.85,64.87,1.22
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1a06,2107001,Montes Altos - MA,3,171,15,50,954,1641,6210,55,9099,0.03,1.88,0.16,0.55,10.48,18.03,68.25,0.6
